TokyoTower , User ID : 194782782 , Longitude : 139.74110484, Latitude : 35.67390984
TokyoTower , User ID : 3377241 , Longitude : 139.69055164, Latitude : 35.69572654

TokyoTower , User ID : 391782935 , Longitude : 139.7470467, Latitude : 35.6554372

TokyoTower , User ID : 726354903413596160 , Longitude : 139.74707276, Latitude : 35.65546667

TokyoTower , User ID : 291499050 , Longitude : 139.74546814, Latitude : 35.65859222

TokyoTower , User ID : 426472066 , Longitude : 139.74797662, Latitude : 35.63135064

TokyoTower , User ID : 15136006 , Longitude : 139.7420934, Latitude : 35.66319908

TokyoTower , User ID : 15136006 , Longitude : 139.74144474, Latitude : 35.66399584

TokyoTower , User ID : 98261950 , Longitude : 139.75762778, Latitude : 35.65523056

TokyoTower , User ID : 255578954 , Longitude : 139.74542856, Latitude : 35.65863871

TokyoTower , User ID : 1575376496 , Longitude : 139.74569978, Latitude : 35.65885822

TokyoTower , User ID : 255578954 , Longitude : 139.74547867, Latitude : 35.65855936

TokyoTower , User ID : 947781007 , Longitude : 139.6381361, Latitude : 35.6038954

TokyoTower , User ID : 4304631 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 255578954 , Longitude : 139.74544197, Latitude : 35.65857854

TokyoTower , User ID : 255578954 , Longitude : 139.7463955, Latitude : 35.65730017

TokyoTower , User ID : 129230154 , Longitude : 139.70153055, Latitude : 35.68978894

TokyoTower , User ID : 223286416 , Longitude : 139.69074109, Latitude : 35.69376799

TokyoTower , User ID : 87449913 , Longitude : 139.7367047, Latitude : 35.6728339

TokyoTower , User ID : 223016942 , Longitude : 139.75954771, Latitude : 35.67193138

TokyoTower , User ID : 98016012 , Longitude : 139.733, Latitude : 35.65

TokyoTower , User ID : 192570297 , Longitude : 139.74094391, Latitude : 35.67410158

TokyoTower , User ID : 2274974646 , Longitude : 139.77514744, Latitude : 35.69735561

TokyoTower , User ID : 548087409 , Longitude : 139.703, Latitude : 35.708588

TokyoTower , User ID : 3224674639 , Longitude : 139.74544197, Latitude : 35.65857854

TokyoTower , User ID : 2976823597 , Longitude : 139.74544197, Latitude : 35.65857854

TokyoTower , User ID : 241518702 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 1206054036 , Longitude : 139.74221316, Latitude : 35.66320099

TokyoTower , User ID : 187152275 , Longitude : 139.739612, Latitude : 35.664426

TokyoTower , User ID : 4304631 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 70957977 , Longitude : 139.77338745, Latitude : 35.68693803

TokyoTower , User ID : 19891663 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 223286416 , Longitude : 139.69074109, Latitude : 35.69376799

TokyoTower , User ID : 114111176 , Longitude : 139.74559583, Latitude : 35.65838434

TokyoTower , User ID : 67555366 , Longitude : 139.76491213, Latitude : 35.67974905

TokyoTower , User ID : 180320887 , Longitude : 139.74076152, Latitude : 35.67309928

TokyoTower , User ID : 765798588 , Longitude : 139.70350019, Latitude : 35.70819821

TokyoTower , User ID : 21336569 , Longitude : 139.75049289, Latitude : 35.66394787

TokyoTower , User ID : 99103564 , Longitude : 139.7367047, Latitude : 35.6728339

TokyoTower , User ID : 750554231015346176 , Longitude : 139.73272881, Latitude : 35.66311498

TokyoTower , User ID : 280046719 , Longitude : 139.81342493, Latitude : 35.71060479

TokyoTower , User ID : 166545775 , Longitude : 139.74569978, Latitude : 35.65885822

TokyoTower , User ID : 2827565839 , Longitude : 139.6381361, Latitude : 35.6038954

TokyoTower , User ID : 1249032150 , Longitude : 139.74544197, Latitude : 35.65857854

TokyoTower , User ID : 212558734 , Longitude : 139.7470467, Latitude : 35.6554372

TokyoTower , User ID : 23629025 , Longitude : 139.74569978, Latitude : 35.65885822

TokyoTower , User ID : 158682531 , Longitude : 139.77569382, Latitude : 35.62494834

TokyoTower , User ID : 947781007 , Longitude : 139.74569978, Latitude : 35.65885822

TokyoTower , User ID : 2955039812 , Longitude : 139.74544197, Latitude : 35.65857854

TokyoTower , User ID : 569102761 , Longitude : 139.74544197, Latitude : 35.65857854

TokyoTower , User ID : 406856085 , Longitude : 139.74544197, Latitude : 35.65857854

TokyoTower , User ID : 212558734 , Longitude : 139.7470467, Latitude : 35.6554372

TokyoTower , User ID : 91959043 , Longitude : 139.790425, Latitude : 35.63277778

TokyoTower , User ID : 2994358854 , Longitude : 139.52297151, Latitude : 35.73510881

TokyoTower , User ID : 2885344326 , Longitude : 139.74594355, Latitude : 35.65825515

TokyoTower , User ID : 2885344326 , Longitude : 139.74600792, Latitude : 35.65666859

TokyoTower , User ID : 159413746 , Longitude : 139.76491213, Latitude : 35.67974905

TokyoTower , User ID : 477613856 , Longitude : 139.74569978, Latitude : 35.65885822

TokyoTower , User ID : 4272405316 , Longitude : 139.74569978, Latitude : 35.65885822

TokyoTower , User ID : 424259714 , Longitude : 139.70029894, Latitude : 35.69022817

TokyoTower , User ID : 99337708 , Longitude : 139.76759656, Latitude : 35.66955198

TokyoTower , User ID : 78325212 , Longitude : 139.7010541, Latitude : 35.66189453

TokyoTower , User ID : 730366652 , Longitude : 139.74546814, Latitude : 35.65859222

TokyoTower , User ID : 1613258749 , Longitude : 139.73783922, Latitude : 35.66464807

TokyoTower , User ID : 343873736 , Longitude : 139.74559583, Latitude : 35.65838434

TokyoTower , User ID : 118769912 , Longitude : 139.75049289, Latitude : 35.66394787
